0.000000000000000000e+00,1.668395832778847705e+02,5.912202709445267601e+00,4.130252339580767540e+01,4.130271134205378303e+01,1.419297320541045792e+03
3.000000000000000000e+00,1.065789251743254908e+02,2.747910039044605668e+01,6.944280210477064230e+00,6.950689577577401579e+00,1.305460255984758078e+03
1.000000000000000000e+00,8.324716866486561173e+00,3.985278426765556503e+01,3.363373121953874545e+01,3.363736017324706751e+01,1.356775901081577103e+03
1.000000000000000000e+00,2.843112738426642849e+01,1.228620576682627430e+01,6.235724543336062631e+00,6.235538035038934446e+00,1.644485654069866996e+03
1.000000000000000000e+00,1.510375642376271088e+01,6.217370692982559888e+01,3.497464065092956265e+00,3.497654375061372001e+00,1.303349892146688489e+03
1.000000000000000000e+00,1.077160332294852623e+02,4.906688394834499434e+01,2.723112145269754691e+01,2.723108498632090146e+01,9.576200100885374695e+02
1.000000000000000000e+00,6.139045717087982013e+01,1.293523596028381917e+01,3.002022963866108896e+01,3.002017530361540310e+01,1.060016643444384954e+03
1.000000000000000000e+00,1.004287282177286755e+02,4.181506038172327067e+01,3.451842646445413720e+01,3.451838960276851509e+01,8.723663489280683052e+02
2.000000000000000000e+00,1.486644080162266448e+02,6.369630941900970100e+01,6.218636118523842349e+00,6.216073863051270187e+00,9.509428818896396933e+02
1.000000000000000000e+00,1.030820636872508089e+01,3.055110979141204552e+01,2.453611015805120132e+01,2.453606127150182559e+01,1.539404008591795900e+03
1.000000000000000000e+00,2.223915754987153193e+01,5.212201702642697398e+01,9.131070061950744332e+00,9.131124739160922488e+00,1.449963748913279687e+03
1.000000000000000000e+00,1.657400541203034550e+01,5.782265060940303414e+01,1.479622219979193076e+01,1.479633028168045605e+01,1.316065674583588589e+03
1.000000000000000000e+00,5.860165273512289730e+01,1.583048473144534896e+01,2.723142512330062459e+01,2.723137078231342656e+01,9.253021415188219407e+02
1.000000000000000000e+00,6.736169595190126813e+01,7.070441514666981675e+00,3.599146826064988858e+01,3.599141398928034619e+01,8.698925963647272965e+02
1.000000000000000000e+00,6.147661181795669449e-01,4.013810570655295606e+01,3.422955048132573097e+01,3.422949944967223246e+01,1.443819680908392456e+03
1.000000000000000000e+00,7.853285061011821000e+00,3.289958676372069846e+01,2.699103153849347336e+01,2.699098028963312501e+01,1.195219006396608620e+03
1.000000000000000000e+00,5.991347775050705593e+01,1.455414116119607115e+01,2.854325005925567638e+01,2.854409835562919184e+01,1.275240936178129459e+03
