funcion,X_min,Y_min,Z_min,X_max,Y_max,Z_max,cantidad_disparos,mean,std
rast,3.030500136637464,0.027153783166021572,9.512922755248782,0.043027867677759346,-3.3253381928542147,25.9817841825737,10,4.326079879689662,5.148638718363042
rast,-1.0865203273790716,0.09674278442194328,4.422721818097408,-0.18042217302989627,-0.9299618499744184,7.6163549468440905,10,1.108698533056393,2.722581799558097
rast,0.9865510459951778,0.10887467818828789,3.2708094046210725,-0.9707236511665407,-1.0875432529366726,3.7687825212697774,10,1.3403305307638673,1.5163312035523187
rast,-0.050963230120672165,0.02669706240897085,0.651979375348823,1.9354303834190354,1.0786568436227562,6.9177281795602426,10,0.34556717481496685,0.8497616641895683
rast,-0.13021158338917938,-0.009566977772056395,3.199333886847146,0.12616416539754738,1.1585696480730157,8.90511273197977,10,1.2696788784373396,2.285843207309117
rast,0.9322292054704331,1.0489393986831352,3.331360706749088,-1.858405619371453,2.941260872135743,16.48131732470684,10,2.3362317499471215,3.0802762509828963
rast,-0.04480070104683698,0.017428518854510244,0.45578651175839013,1.045204468132063,-2.0136383659679815,5.584540604340443,10,0.16723298205416215,0.5027675653167895
rast,1.0829888231681686,2.9880665415071377,11.458446534432108,0.1398269803891985,-1.8119169008804477,13.12702159307946,10,5.331278423841786,5.349100717072575
rast,-0.019345812952144215,-0.06609711675916863,0.928576753381563,0.02633383504858955,-1.9717162148512877,4.182425051865101,10,0.6619326838822361,1.7584452682838132
rast,0.9726157431480633,2.018807619659938,5.238966210618969,1.0298863835415126,-0.27719490112819223,13.013698687815584,10,2.93411906102407,3.079833791816749
rast,2.1263266260327267,-1.0800080025258563,9.912975242024386,-0.23633490006774593,2.0484843807087287,13.855032525103539,10,3.821928010567302,4.841678622727458
rast,1.9752191250296995,-0.0325466722543597,4.231889028482421,1.960039668192156,2.040930244005427,8.649570027208132,10,1.9519514880590392,2.28139414347743
rast,0.9849171070681244,2.982502987767358,9.970627477085905,-2.934823535568441,-3.0231664531399716,18.685337754709458,10,4.63658108762843,4.0096664730041125
rast,0.9648137049637349,-0.0488099280667047,1.643234745095338,1.1578792705187588,0.9951768349988335,6.8653578079150535,10,0.9230539074047257,0.9250011759361761
rast,0.9141711484313628,2.0051311798268507,6.280662958526396,-3.04755095908053,-2.876220820634739,20.878125986943246,10,3.1961888424100433,3.682217260226892
rast,-0.05175380025356624,3.104942509956098,12.263646438600393,3.0448771729384028,-1.2496144828409186,21.20350352291446,10,5.447200637019253,5.754107795204141
rast,2.9820782875015457,1.033229831239339,10.240861723011243,-2.700509689085873,2.022152067770726,24.538255215624147,10,4.789964259278846,4.185797789869809
rast,-0.9851058335594365,0.00903368391040793,1.0303762117041089,2.1301181178931294,0.04022211343829696,8.016610414807275,10,0.33896849584767474,1.636145296036269
rast,0.03639000358653588,2.07486040882711,5.6525824887812295,2.874010529058996,-1.9369362348501369,15.759506269976013,10,3.1229274901203254,3.6719120456755103
rast,1.0472690537286202,1.9837137987136853,5.522016743692999,-3.0488328659886363,1.857429751594747,16.96347542916144,10,3.140695400160492,3.3919983638655244
rast,2.0450405194608727,1.915934337090154,9.613613224503167,2.2452835138507865,2.110540598307221,21.515940711736825,10,5.329645508797362,5.580252856552673
rast,0.9436141459668015,0.06000739061321525,2.2174591389877705,1.8648834463718345,0.0261611691128536,7.005643639406696,10,1.184245223112164,1.836133329564611
rast,2.087797188514868,1.0456325494190692,7.343841561562314,-2.988032492208042,-3.0027819204892765,17.97482245317913,10,3.508343970698869,3.3757438134307036
rast,1.8849847217198032,-2.092511192974044,12.073607187964296,-1.9407928116942372,4.141690060271053,25.31222463103506,10,4.14312763222353,6.048931771840031
rast,3.1037468884551345,1.946299069931289,16.035619918155103,-2.886171338633954,1.8942534149496524,16.49589083241537,10,6.9587841300828766,6.475428748571954
rast,1.0866031662714306,0.006502302130622084,2.63338451485453,-2.943731654878409,0.19648684930799476,16.023314621710846,10,1.232192572905498,2.088829985055834
rast,2.0883139697640374,1.0790668413151767,8.234710258584952,2.8015232234378153,-0.9773639332569637,15.723694532908501,10,3.466342852101634,4.443887224782653
rast,0.9888025730382815,0.9717944439240931,2.1034796210724167,-0.19942415497687804,0.9744888772473672,7.9930297361680385,10,1.475783907999434,2.007047494123854
rast,-0.09173514870378519,-0.8832898704755738,4.974634250400499,1.091946644413106,-2.103128005558741,9.265290645358139,10,1.4610951278190827,2.875237813241808
rast,1.0783151618917923,1.0354412991290656,3.668246762334384,-0.02945043173876627,-3.6108870291871256,30.879575134512933,10,1.8736026343006453,2.201765542546149
rast,0.018410867116342544,2.9865023101159665,9.022309305303725,2.344671481194215,-1.8674475105400106,27.86090877885811,10,4.265643236932237,4.640780596598611
rast,-0.0862531393841568,0.9846467883358283,2.456388865091455,-0.23210840862872928,1.0258168084093988,10.115653945936623,10,1.4374317641909564,1.6696429586332668
rast,0.9459086228686253,-0.09141176157616293,3.079688331919293,-1.2442354147525876,1.9977247482346314,15.177927388757897,10,1.6029544415826578,1.9093998157953576
rast,0.8900824447477973,-0.047096671362346854,3.5206805199163007,0.8900824447477973,-0.047096671362346854,3.5206805199163007,10,1.4545554311005837,1.510238576272761
rast,1.9847748678405868,-1.060678822859467,5.828113163153329,0.333949807201142,0.7946356567948882,23.00855512413164,10,2.371374355904452,3.399060030629654
rast,0.9585020181839017,2.0679632451498566,6.431185685627122,-2.9311494019754925,-1.0521101623895568,11.151029630336108,10,3.339843545776392,2.956997105040352
