-6.045359188722896349e+00,-5.591571454466720326e+00,-7.486512134336820168e-02,1.831881909583248103e+01,5.622832179556063181e+00,-1.298269048165983541e+01,1.155743643043765090e+01,7.469114888642632621e+00,-1.342079936591036216e+01,1.861680669401314958e+01,5.527201664394759462e+00
-6.045359188722896349e+00,-5.591571454466720326e+00,-7.486512134336820168e-02,1.831881909583248103e+01,5.622832179556063181e+00,-1.298269048165983541e+01,1.155743643043765090e+01,7.469114888642632621e+00,-1.342079936591036216e+01,1.861680669401314958e+01,5.527201664394759462e+00
-6.045359188722896349e+00,-5.591571454466720326e+00,-7.486512134336820168e-02,1.831881909583248103e+01,5.622832179556063181e+00,-1.298269048165983541e+01,1.155743643043765090e+01,7.469114888642632621e+00,-1.342079936591036216e+01,1.861680669401314958e+01,5.527201664394759462e+00
-6.045359188722896349e+00,-5.591571454466720326e+00,-7.486512134336820168e-02,1.831881909583248103e+01,5.622832179556063181e+00,-1.298269048165983541e+01,1.155743643043765090e+01,7.469114888642632621e+00,-1.342079936591036216e+01,1.861680669401314958e+01,5.527201664394759462e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
1.262390601769134335e+01,-1.942202408056440532e+01,1.946251666933746804e+01,-1.188202519027870352e+01,-5.625135993727734984e+00,6.222185611522171200e+00,5.981670020618827799e+00,6.413053407954699914e+00,6.258325886812478700e+00,1.711820282521057557e+00,5.486808487817473434e+00
