"X","Y","Z"
5.49109990720492,4.9608037354765,830.103651819926
5.49109990720492,4.9608037354765,830.103651819926
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.49109990720492,5.1619235510601,830.089204714392
5.10661565922638,5.2507591561071,830.078773984283
5.10661565922638,5.2507591561071,830.078773984283
5.10661565922638,5.2507591561071,830.078773984283
5.10661565922638,5.2507591561071,830.078773984283
5.10661565922638,5.2507591561071,830.078773984283
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
5.30773547480999,5.2507591561071,830.076172065153
