1.000000000000000000e+00,2.779267232677128163e+00,6.863679735398550008e+01,2.408987673895025949e+01,2.408979893450542775e+01,1.547833731213314877e+03
1.000000000000000000e+00,1.090569348546320327e+01,1.861196886055767834e+02,1.356921666836003055e+02,1.356920069166166343e+02,1.440385259262557156e+03
2.000000000000000000e+00,7.580278094764452135e+00,1.517039861995139631e+02,1.401514757529491533e+02,1.401513384017439137e+02,1.177606226529754167e+03
2.000000000000000000e+00,7.259903857775148595e+01,3.203524876717933978e+01,7.986273519321663628e+00,7.986348893678798078e+00,1.482764434127889217e+03
1.000000000000000000e+00,8.142259914151269129e+01,4.085880933094055223e+01,8.372855097777114342e-01,8.372053041505830295e-01,1.345014430778143605e+03
1.000000000000000000e+00,1.736851179804179424e+01,3.642197694536285724e+01,6.460909183566563740e+00,6.460960525627442053e+00,1.470817776474581251e+03
1.000000000000000000e+00,7.531660801227224056e+01,3.663053904668502980e+01,3.390984774477806774e+00,3.391064919437651870e+00,1.362296204663844492e+03
1.000000000000000000e+00,9.070836692838526005e+01,5.346021201080463925e+01,4.613250051747433744e+00,4.613280149314493706e+00,9.987250999393470465e+02
1.000000000000000000e+00,8.592972123788517536e+01,4.868156632030454745e+01,1.653952907289262531e-01,1.654818103334574630e-01,1.149094380857711258e+03
1.000000000000000000e+00,2.083985295976887286e+01,4.364499662162215543e+01,7.621092788377347160e-01,7.620407117710089606e-01,1.330250695465271292e+03
2.000000000000000000e+00,1.581976925177406734e+01,4.049986491174266234e+01,2.383022431041756928e+00,2.383064235832668132e+00,1.471859959543058267e+03
1.000000000000000000e+00,6.205425346282293475e+01,2.900132616534119023e+01,1.102019914775834941e+01,1.102027792487572988e+01,1.309374604327357247e+03
1.000000000000000000e+00,1.469926687302362325e+02,3.402173705769223844e+00,5.927018956818785878e-01,6.208792546590671257e-01,1.569685108870853128e+03
1.000000000000000000e+00,1.508415550969001906e+01,4.163825770321547282e+01,1.244629639568946233e+00,1.245715547512125543e+00,1.518542699256415517e+03
1.000000000000000000e+00,1.435302287025512555e+02,9.982352288701978438e+00,1.570170759170403052e+00,1.570295425493558161e+00,1.198325558726456165e+03
1.000000000000000000e+00,6.910271452836354911e+01,3.792749293477130124e+01,2.094035240240131213e+00,2.094097465279963544e+00,1.487276842308968071e+03
1.000000000000000000e+00,6.993416246362511401e+01,3.875894087003287325e+01,1.262587304978558533e+00,1.262502422288640958e+00,1.512922518052182113e+03
1.000000000000000000e+00,6.891876971057089918e+01,3.774354811697865841e+01,2.277980058032776256e+00,2.278053723460799151e+00,1.450540040491657692e+03
1.000000000000000000e+00,6.694512707875702517e+01,3.764760635621187390e+01,2.373921818799558547e+00,2.373990698243600317e+00,1.475088452254192816e+03
1.000000000000000000e+00,1.464312776737222634e+02,8.959076816446579272e+00,2.593451892156221739e+00,2.593569831533834691e+00,1.274191291979879679e+03
1.000000000000000000e+00,1.210110213087486031e+01,4.015224038912221260e+01,2.355097348228645693e+00,2.355045937676902401e+00,1.480397943149437197e+03
1.000000000000000000e+00,1.408801678217606650e+02,6.696355840824037564e-01,2.849528575061298863e+00,2.978042033091648833e+00,1.232498164654825132e+03
1.000000000000000000e+00,1.404260411446391856e+02,2.155089069609199548e-01,3.303655252182782665e+00,3.432168622527591584e+00,1.359535239685921624e+03
1.000000000000000000e+00,1.232681254585173924e+01,4.224831993097016891e+01,2.590178063806939934e-01,2.591057926262638755e-01,1.540878915392339650e+03
1.000000000000000000e+00,8.856658024682445784e+00,3.877816540980087012e+01,3.729173422440605901e+00,3.729237559570179439e+00,1.270338099999367387e+03
1.000000000000000000e+00,1.182073545290107930e+01,4.174224283801950719e+01,7.650970618213320806e-01,7.651610962329341570e-01,1.616005417746685680e+03
1.000000000000000000e+00,8.830120466548732949e+00,3.875162785166715906e+01,3.755712048173678319e+00,3.755775111970145907e+00,1.273322382392820373e+03
1.000000000000000000e+00,9.445033625306663794e+00,3.936654101042508813e+01,3.140798889415746142e+00,3.140862036678514713e+00,1.149192792246814861e+03
1.000000000000000000e+00,9.582393216809563796e+00,3.912834753848766667e+01,3.003439297912847472e+00,3.003502398982885069e+00,1.240505943755097405e+03
1.000000000000000000e+00,8.712638013492735922e+00,3.825859233517083879e+01,3.873194501229675790e+00,3.873257675461736937e+00,7.992197795828459448e+02
1.000000000000000000e+00,8.594641833550479504e+00,3.814059615522858593e+01,3.991191722379572759e+00,3.991253855605425116e+00,7.857589831949276231e+02
1.000000000000000000e+00,1.160326042751431075e+01,4.077366168575209571e+01,9.825731284157395162e-01,9.826352574214460844e-01,9.448121369901333537e+02
1.000000000000000000e+00,1.078967995839025917e+01,3.996008121662804058e+01,1.796153597539792646e+00,1.796215621543599150e+00,1.269562333033274854e+03
1.000000000000000000e+00,7.525707242445482947e+00,3.856281098858439549e+01,3.193423825583437736e+00,3.193485959759870596e+00,7.094282448727743713e+02
1.000000000000000000e+00,6.958622844995307588e+00,3.799572659113422191e+01,3.760509238712312019e+00,3.760570357532503571e+00,6.749017793446571432e+02
1.000000000000000000e+00,6.380496471459671248e+00,3.741760021759858290e+01,4.338636603225514143e+00,4.338696728862982965e+00,8.335718906621416409e+02
