-5.778740268834292593e+00,-1.997353803609556167e+01,-1.783856383641749943e+01,1.229897504140512865e+01,-1.288161359005590612e+01,1.296002036843962912e+01,1.249147463901983457e+01,7.302345527055507546e+00,-1.190838997601962213e+01,8.391116354100201846e+00,5.806933942367674462e+00
-5.778740268834292593e+00,-1.997353803609556167e+01,-1.783856383641749943e+01,1.229897504140512865e+01,-1.288161359005590612e+01,1.296002036843962912e+01,1.249147463901983457e+01,7.302345527055507546e+00,-1.190838997601962213e+01,8.391116354100201846e+00,5.806933942367674462e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
4.979939092376298504e+00,-1.177464251796067529e+01,-1.970419670638190013e+01,2.562753930154570980e-02,-6.519726707358408646e+00,-1.782032941067006604e+01,7.150723136103307453e-01,5.660251633839810559e+00,-1.212256066734453341e+01,2.265642795246691765e-01,5.589485768630837015e+00
