-5.356276114967612756e+01,-2.186327932256210715e+01,-3.422203773994458231e+01,6.751457037670246564e+01,-1.165975919487300416e+01,-6.702232953843605401e+00,-6.357524988273433308e+01,2.985897245025537927e+01,7.280578235850200031e+00,1.825722486338334249e+01,1.470109148633313089e+04
-3.977412248435658171e+01,7.516857629388955075e+00,-1.205518904903225774e+00,2.663458394096269188e+01,3.393171476029212386e+01,1.199761088162142464e+01,-2.919706395331263593e+01,-4.971934093402866495e+01,4.690271705064812124e+01,-1.914734287879362995e+01,9.613272937293177165e+03
-6.967196107986424636e+01,-1.131260463997257304e+01,2.138847919004892972e+01,1.669818771370662347e+01,-1.121417496437743111e+01,-1.891559340498842801e+01,-3.470752813678953430e+01,2.373681709619539859e+01,4.734473849728365025e+01,-1.947112297602402009e+01,1.071814236002898360e+04
-8.251034998828163225e+01,-6.279837913161738783e+00,1.256911086901097363e+01,-7.034663292346417052e+01,1.080593866201752817e+01,-2.000286060563501067e+01,-1.862255175770876647e+01,-3.312827969534437589e+00,3.963372620336490115e+01,-2.565198316024542535e+01,1.519419221100294635e+04
1.162496877330058886e+01,-8.172242536706825433e+00,-5.357815896554133417e+01,6.896297847599552711e+01,-4.856596734443467511e+01,-2.817400488313894158e+01,-3.903171380377931854e+01,8.761324835160865021e+00,4.690805887036809452e+01,-3.845876807319513091e+01,1.635734304139676169e+04
1.614780467960860477e+01,-3.493048196685421658e+00,-5.370063737923153724e+01,7.587729528246532595e+01,-4.192805815352893717e+01,-2.791487556855459218e+01,-3.435134058128282675e+01,1.139213874193012010e+00,4.438649528378382314e+01,-4.615913420419684599e+01,1.681739135881862603e+04
-6.900740576061510012e+01,9.824362720973084606e+00,5.537589511584795332e+01,5.909152377383282584e+01,-2.252779398508689823e+01,-3.481589098383978609e+01,-2.472071791251406836e+01,6.963045031434811349e+00,4.821630702490551812e+01,-2.362218737529820345e+01,1.676614617536539299e+04
-4.228369539953627054e+01,1.805192156568173090e+01,-5.139979989955045880e+01,9.794644434233801178e+01,-1.281999544166302130e+00,-2.540702834377022512e+01,-2.756040365793468538e+01,6.203826682127038694e+00,4.243266437919402279e+01,-1.252838101223200340e+01,1.787894214633318188e+04
-3.708276936916587374e+01,1.283040157895234934e+01,-5.184110254156924213e+01,9.484162697296356725e+01,-9.059541304088927660e+00,-2.195107203334375612e+01,-3.763043051405667683e+01,1.010811345212103163e+01,4.409207161800557628e+01,-1.798741837209539085e+01,1.760947723107609636e+04
-8.632533924050245844e+01,9.514247456202190278e+01,5.386594579711255903e+01,1.482845339782952010e+01,2.050739391867111294e+01,-1.968344907133574040e+01,-3.500226198382311793e+01,1.287157023124488653e+01,3.822412703843414761e+01,-1.708450281540699223e+01,2.365117655861596722e+04
-8.506080066072087220e+01,9.603151155661306859e+01,4.831116612758631845e+01,6.548564868394343819e+00,1.106807062194039659e+01,-1.784157575605571822e+01,-3.576604870634383815e+01,1.158644877790856498e+01,4.412310075616417748e+01,-2.418081947643991825e+01,2.329593430067775989e+04
-1.737460253358051432e+00,3.239639511552756090e+01,-8.451696309274585417e+01,1.040847023140000829e+02,9.521035537485236233e+00,-1.778391154135805863e+01,-3.581424169205003238e+01,8.046294517462696305e+00,4.396875286769993352e+01,-2.586498518280708581e+01,2.347379515090152927e+04
1.016247825932726130e+02,-3.644605825377620079e+01,-2.149197638682434786e+01,6.362157169399615242e+01,-7.506715924402624296e+01,-1.389181111655272716e+01,-3.053158167141571866e+01,1.920307726020466532e+01,5.482949963852495046e+01,-1.580542991765907956e+01,2.666611932946546949e+04
1.016247825932726130e+02,-3.644605825377620079e+01,-2.149197638682434786e+01,6.520213380406542569e+01,-7.506715924402624296e+01,-1.449079428490252397e+01,-3.105624488677072748e+01,1.819100494326963968e+01,5.421461623806480645e+01,-1.694750244635680048e+01,2.683576873256081308e+04
1.065038772583486946e+02,-3.330788733673963975e+01,-2.612974030381903034e+01,6.137714926226456669e+01,-7.056985534172646624e+01,-1.669746764079177481e+01,-3.366894877099697680e+01,2.426008653223565759e+01,4.626092811894496037e+01,-1.190305488733589456e+01,2.628937458119343501e+04
