-2.759079011573541607e+01,7.397811047406374740e+00,8.112772422434225064e+02
-2.461885381982750332e+01,5.741469321690484406e+00,8.102138529678638861e+02
-2.461885381982750332e+01,5.741469321690484406e+00,8.102138529678638861e+02
-2.561157082437241428e+01,4.690499023851133487e+00,8.100084204968819677e+02
-2.559240650211162205e+01,4.728827668372710846e+00,8.100017453686967883e+02
-2.559240650211162205e+01,4.747991990633499526e+00,8.099978739596054993e+02
-2.559240650211162205e+01,4.767156312894288206e+00,8.099941501341302228e+02
-2.559240650211162205e+01,4.786320635155076886e+00,8.099905739698874640e+02
-2.559240650211162205e+01,4.805484957415865566e+00,8.099871455402632137e+02
-2.559240650211162205e+01,4.824649279676654245e+00,8.099838649144492138e+02
-2.559240650211162205e+01,4.824649279676654245e+00,8.099838649144492138e+02
-2.559240650211162205e+01,4.824649279676654245e+00,8.099838649144492138e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.843813601937442925e+00,8.099807321574801335e+02
-2.559240650211162205e+01,4.862977924198231605e+00,8.099777473302694943e+02
-2.559240650211162205e+01,4.862977924198231605e+00,8.099777473302694943e+02
-2.559240650211162205e+01,4.862977924198231605e+00,8.099777473302694943e+02
-2.559240650211162205e+01,4.882142246459020285e+00,8.099749104896453673e+02
-2.559240650211162205e+01,4.882142246459020285e+00,8.099749104896453673e+02
-2.559240650211162205e+01,4.901306568719808965e+00,8.099722216883857300e+02
-2.559240650211162205e+01,4.920470890980597645e+00,8.099696809752537092e+02
-2.559240650211162205e+01,4.920470890980597645e+00,8.099696809752537092e+02
-2.559240650211162205e+01,4.920470890980597645e+00,8.099696809752537092e+02
-2.559240650211162205e+01,4.920470890980597645e+00,8.099696809752537092e+02
-2.555407785759004469e+01,4.958799535502175004e+00,8.099683787322114767e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.559240650211162205e+01,4.939635213241386325e+00,8.099672883950320283e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.958799535502175004e+00,8.099666589498575604e+02
-2.557324217985083337e+01,4.977963857762963684e+00,8.099645627540544410e+02
-2.557324217985083337e+01,4.977963857762963684e+00,8.099645627540544410e+02
-2.557324217985083337e+01,4.997128180023752364e+00,8.099626148019688117e+02
-2.557324217985083337e+01,5.016292502284541044e+00,8.099608151228017050e+02
-2.557324217985083337e+01,5.016292502284541044e+00,8.099608151228017050e+02
-2.557324217985083337e+01,5.016292502284541044e+00,8.099608151228017050e+02
-2.557324217985083337e+01,5.035456824545329724e+00,8.099591637419413246e+02
